,TweetId,Replyto,conversationId,username,rawContent,language,date,location,likeCount,replyCount,retweetCount,followersCount,renderedDescription,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,url,hashtags,source
17,1344793208950292483,1.344793197743104e+18,1344425729845579777,clarapralon,"Manchester United 6x1 Bristol (WSL)

foi contra o lanterna? sim mas botamos o pau na mesa e soubemos nos impor como os líderes da liga https://t.co/xsTxUhnCZW",pt,2020-12-31 23:51:00+00:00,Rio de Janeiro,1,1,0,604,• leitora amadora de fanfics e romances sáficos • getting bi • mufc - crf • ela/dela,1012,123314,57090,4,8731,https://twitter.com/clarapralon/status/1344793208950292483,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
18,1344793197743104000,1.3444257298455798e+18,1344425729845579777,clarapralon,"Manchester United 2x2 Manchester City (WSL)

sei lá, o jeito que a Tobin botou a bola debaixo do braço pra comandar a reação do time foi especial https://t.co/WCR8KBnhll",pt,2020-12-31 23:50:58+00:00,Rio de Janeiro,1,1,0,604,• leitora amadora de fanfics e romances sáficos • getting bi • mufc - crf • ela/dela,1012,123314,57090,4,8731,https://twitter.com/clarapralon/status/1344793197743104000,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
19,1344793097331466240,,1344793097331466240,hippycharliesp,"Just posted a photo @ Manchester, United Kingdom https://t.co/pAa8IrY5sG",en,2020-12-31 23:50:34+00:00,bury - Manchester ,0,0,0,78,"loving my life, all who are in it and all who are yet to be in it, loving what god is doing in our lives.",73,475,533,3,52,https://twitter.com/hippycharliesp/status/1344793097331466240,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
20,1344793001806213120,,1344793001806213120,manutdnewsonly,/r/reddevils 2020 Remembrance Thread [Happy New Year] https://t.co/p9M96U63Ja #UtdTalk #United #ManUTD #ManchesterUnited https://t.co/T4dV9y5jlx,en,2020-12-31 23:50:11+00:00,,0,0,0,31462,Manchester United FC Fan Page. NOT linked to Official Club #UnitedArmy #RedDevils #MUFCFamily #MUFC #ManUTD #ManchesterUnited,5222,300740,37,166,83288,https://twitter.com/manutdnewsonly/status/1344793001806213120,"['UtdTalk', 'United', 'ManUTD', 'ManchesterUnited']","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>"
21,1344792932268847111,,1344792932268847111,Buchison13,"Wishing all Manchester United fans worldwide Happy New year
@ManUtd https://t.co/DLmLscHpqh",en,2020-12-31 23:49:54+00:00,,0,0,0,407,Am proud to be a Biafra.,1045,20646,51120,1,204,https://twitter.com/Buchison13/status/1344792932268847111,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
22,1344792810868805632,,1344792810868805632,Palapatoto1,"Jadwal Baru Laga Tunda Untuk Duo Manchester. Premier League telah menentukan jadwal baru untuk duel tunda September 2020 kemarin, yang terkait dengan Manchester United dan Manchester City.

#LigaInggris #beritabola #NEWS #HAPPYNEWYEAR #PALAPATOTO #bandarbola #judionline https://t.co/WWLXzId2NQ",in,2020-12-31 23:49:25+00:00,Indonesia,0,0,0,341,Slot Online | Togel Online | Taruhan Bola | Casino Online | Sabung Ayam Dalam 1 User ID PalapaTOTO Terpercaya Diseluruh Indonesia.,50,7205,33,2,6242,https://twitter.com/Palapatoto1/status/1344792810868805632,"['LigaInggris', 'beritabola', 'NEWS', 'HAPPYNEWYEAR', 'PALAPATOTO', 'bandarbola', 'judionline']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
23,1344792734809419776,,1344792734809419776,madebylewis_,Manchester United without Fernandes is like girls without tits and ass,en,2020-12-31 23:49:07+00:00,United Kingdom,0,0,0,1043,Freelance Designer | Work used by @ScotlandNT @CAFCofficial //,1273,17659,171612,3,1756,https://twitter.com/madebylewis_/status/1344792734809419776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
24,1344792586784022529,1.344776637611733e+18,1344776637611732998,sumpy001,@FabrizioRomano Can he play right wing for Manchester United?,en,2020-12-31 23:48:32+00:00,,0,0,0,8,,45,220,379,0,18,https://twitter.com/sumpy001/status/1344792586784022529,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
25,1344792270801760256,,1344792270801760256,Football5star,"Legenda Chelsea dan Manchester United Dinyatakan Meninggal Dunia 
https://t.co/HtZyKNFBQf",in,2020-12-31 23:47:17+00:00,Indonesia,1,0,0,10344,"Situs berita dan panduan pertandingan bola terlengkap. Menyediakan informasi, hasil, jadwal, dan klasemen liga-liga besar Eropa terbaik.",223,147406,318,32,60382,https://twitter.com/Football5star/status/1344792270801760256,,"<a href=""http://erased8831536_kpu8vyUgMN.com"" rel=""nofollow"">erased8831536_kpu8vyUgMN</a>"
26,1344792262178459652,1.344613947064914e+18,1344613947064913925,alvarocamacho99,@xGPhilosophy Manchester United 1.4 - 2.2 Aston Villa,en,2020-12-31 23:47:14+00:00,"Torrejón de Ardoz, España",0,0,0,628,👽❤ // @labandaizda  // @GafferMag // Periodismo UC3M,1484,22492,5571,2,61,https://twitter.com/alvarocamacho99/status/1344792262178459652,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
27,1344792136051531783,,1344792136051531783,LeoninhowwUtd,"J’ai eu une vision, cette année le ballon d’or sera un joueur de Manchester United",fr,2020-12-31 23:46:44+00:00,,1,0,1,847,@ManUtd ✝️,954,94760,30371,7,992,https://twitter.com/LeoninhowwUtd/status/1344792136051531783,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
28,1344792087091441666,1.344792031286145e+18,1344781528845475843,PolanskiL_,@OlaksandraX Manchester United,en,2020-12-31 23:46:33+00:00,"Śląskie, Polska",0,0,0,8808,"Nie mogę, przechodzę na drugą stronę ulicy. Nie obchodzi mnie to, nie pytałem, plus jesteś facetem. Nie jestem po imieniu z Pereirą.   he/him",914,109957,51205,59,8097,https://twitter.com/PolanskiL_/status/1344792087091441666,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
29,1344792024252342272,1.3446011980752773e+18,1344601198075277312,CarlNyakundi,"@utdreport Manchester United will lose this weekend,,",en,2020-12-31 23:46:18+00:00,Nairobi Kenya,0,0,0,227,"We Are Who We Are..
Designer..
Landscape Architect..
Arsenal..",854,1919,5064,1,19,https://twitter.com/CarlNyakundi/status/1344792024252342272,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
30,1344791990387552257,1.3447916775805665e+18,1344788717148528640,MUFCuriosidades,"⚽🔥 Pogba ao resgate da melhor forma possível. Com esse golaço contra o West Ham pra empatar a partida e começar a reação do Manchester United.

 https://t.co/fRAzt3elGv",pt,2020-12-31 23:46:10+00:00,,3,0,0,3305,"Dados, entrevistas, gols e curiosidades sobre o maior clube da Inglaterra.",526,42565,14354,21,14712,https://twitter.com/MUFCuriosidades/status/1344791990387552257,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
31,1344791924058669058,,1344791924058669058,fmtoday,He had managed 12 clubs after a playing career that included 25 caps for Scotland between 1951-59. #FMTNews #ManchesterUnited #TommyDocherty  https://t.co/a7nkgkarNH,en,2020-12-31 23:45:54+00:00,Malaysia,2,0,0,412825,"Free and Independent 🇲🇾 
Instagram: @freemalaysiatoday Tik Tok: @freemalaysiatoday",1,381299,0,1024,23597,https://twitter.com/fmtoday/status/1344791924058669058,"['FMTNews', 'ManchesterUnited', 'TommyDocherty']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
32,1344791895856336896,1.344780626478723e+18,1344780626478723076,Mista_Izzie,@EuropaLeague Manchester United,en,2020-12-31 23:45:47+00:00,Lagos ,0,0,0,186,Phil. 4v13,676,3084,11667,1,39,https://twitter.com/Mista_Izzie/status/1344791895856336896,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
33,1344791677580566530,1.3447911146965647e+18,1344788717148528640,MUFCuriosidades,"⚽🔥 Já contra o Everton, tivemos o primeiro gol de Cavani com a camisa do Manchester United. 

 https://t.co/JihsODunGt",pt,2020-12-31 23:44:55+00:00,,1,1,0,3305,"Dados, entrevistas, gols e curiosidades sobre o maior clube da Inglaterra.",526,42565,14354,21,14712,https://twitter.com/MUFCuriosidades/status/1344791677580566530,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
34,1344791580453072902,,1344791580453072902,elcomercio_peru,¿Deja el Real Madrid? Manchester United busca el fichaje de Isco https://t.co/jrJuhZuZRe,es,2020-12-31 23:44:32+00:00,"Lima, Perú",5,0,0,1115109,"El Comercio reporta en Twitter las noticias del Perú y el mundo, reportajes, opinión y análisis.",437,331967,597,1505,77592,https://twitter.com/elcomercio_peru/status/1344791580453072902,,"<a href=""http://besocy.com"" rel=""nofollow"">Besocy_Oficial</a>"
35,1344791016377880578,,1344791016377880578,kvrim_mn,2021 mon seul souhait c’est que le Manchester United Football Club remporte la Premier League,fr,2020-12-31 23:42:17+00:00,"Nice, France",0,0,0,594,22 ans | Nice 🌴 | @ManUtd 🔴,2428,81512,226894,0,1311,https://twitter.com/kvrim_mn/status/1344791016377880578,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
36,1344790438708801536,,1344790438708801536,TotusTVDigital,"#Deportes | El antiguo entrenador escocés Tommy Docherty, que dirigió entre otros al Manchester United en los años 70, falleció a los 92 años como consecuencia de una larga enfermedad, anunció este jueves su familia.

https://t.co/W2VdWuVPmM",es,2020-12-31 23:40:00+00:00,"Medellín, Colombia",0,0,0,689,"Somos un canal digital. Nuestra misión es informar, entretener y educar, somos tu conexión con el mundo totus.tv",1232,34267,90,4,1345,https://twitter.com/TotusTVDigital/status/1344790438708801536,['Deportes'],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
37,1344790125486755840,,1344790125486755840,_damilolo,Manchester United continue to shine!!!,en,2020-12-31 23:38:45+00:00,,0,0,0,1997,"🌪️
#CompBio
Intern; Ex-Slytherin; 七転び八起き",2854,10897,73361,1,142,https://twitter.com/_damilolo/status/1344790125486755840,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
38,1344790072147644416,,1344790072147644416,kompascom,"Manchester United berpeluang terus membayang-bayangi Liverpool di papan atas klasemen. Namun, Juergen Klopp memilih untuk tak memikirkannya. https://t.co/hxATBGtXxb",in,2020-12-31 23:38:32+00:00,Jakarta,0,0,0,8474797,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",30,2289865,159,10454,51394,https://twitter.com/kompascom/status/1344790072147644416,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
39,1344789942770298883,,1344789942770298883,ErieNewsNow,Manchester United forward Edinson Cavani handed three-match ban by FA over social media post https://t.co/6tEXcMgGcH,en,2020-12-31 23:38:02+00:00,"Erie, PA",0,0,0,18992,Coverage You Can Count On,82,169089,1478,338,17498,https://twitter.com/ErieNewsNow/status/1344789942770298883,,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>"
40,1344789876596760584,,1344789876596760584,NoticiaFonte,"Ex-treinador do Manchester United Tommy Docherty morre aos 92 anos #luto #futebol 
https://t.co/BWeaMWqug8",en,2020-12-31 23:37:46+00:00,"Salvador, Bahia",0,0,0,11,"Conteúdo, diversidade e informação com credibilidade. Tudo isso bem aqui, na palma da sua mão. 😉",142,2200,227,0,0,https://twitter.com/NoticiaFonte/status/1344789876596760584,"['luto', 'futebol']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
41,1344789860775673859,,1344789860775673859,alankeegan1,"Just posted a photo @ Manchester, United Kingdom https://t.co/m9EttySqz3",en,2020-12-31 23:37:42+00:00,"North West, England",8,0,0,25904,"The Voice of Old Trafford and FIFA '21 & Professional Awards Host, Voice Over Artist, Keynote Speaker and Life Celebrant. All views are my own.",1831,1303,6314,52,129,https://twitter.com/alankeegan1/status/1344789860775673859,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
42,1344789538099621888,,1344789538099621888,Onuche__,Manchester United please win today. That’s all I need for the new year,en,2020-12-31 23:36:25+00:00,,0,0,0,847,"God,Family,Anything else. Project Manager",1492,58170,86225,2,148,https://twitter.com/Onuche__/status/1344789538099621888,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
43,1344789450207895552,,1344789450207895552,gilabolacom,Pemain Manchester United Bisa Bonyok! Sembilan Pertandingan Selama Januari! - Berita Bola https://t.co/9DnuBr5Myj #LigaInggris #ManchesterUnited https://t.co/0Xw3iIx9cw,in,2020-12-31 23:36:04+00:00,100% Made in Indonesia,0,0,0,10756,Gilabola.com porta berita bola terbaru dan terlengkap!,19,146929,624,30,48891,https://twitter.com/gilabolacom/status/1344789450207895552,"['LigaInggris', 'ManchesterUnited']","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
44,1344789435418869762,1.344604348794499e+18,1344604348794499072,ronvanpercy,"@CantonaCollars @adydix16 @MU_Foundation Respect to them all,  the reason Manchester United are the club they are today 👃",en,2020-12-31 23:36:01+00:00,Stretford End Lower,4,0,0,336,"Born a red in 70's, Stretford Ender till I die.. W102

Named after the Legend Pancho!",604,2339,3652,0,114,https://twitter.com/ronvanpercy/status/1344789435418869762,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
45,1344789333862133761,,1344789333862133761,nigelcameron,"Well, well// Tommy Docherty, former Manchester United and Scotland manager, dies aged 92 | Football | The Guardian - https://t.co/g1CWbZoMeC",en,2020-12-31 23:35:36+00:00,"Brussels, BE; Boulogne-sur-Mer, FR",0,0,0,5849,"WIP: C E Koop biog; S Fell @issp_uottawa; ex: journo (UnHerd), tt pres (C-PET), prof (IIT, uO); NED (Genesis Systems) Robots Take Yr Job? Spkg: @chartwell_ideas",2320,224322,15567,658,5362,https://twitter.com/nigelcameron/status/1344789333862133761,,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>"
46,1344788956035108870,,1344788956035108870,Elhadji_Niebe,"Bonne année 2021 santé de fer et beaucoup de succès sur vous.
Que Manchester United soit champion d'Angleterre cette année 🙏🏾 https://t.co/nvW35VurQG",fr,2020-12-31 23:34:06+00:00,,31,3,2,5467,Celibataire sans enfants réels ni d'enfants grandissant dans une fosse sceptique comprendra qui pourra😎 || Amoureux du grand #Manchester_United ❤️ ||,4863,37623,128737,1,930,https://twitter.com/Elhadji_Niebe/status/1344788956035108870,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
47,1344788846706388992,1.344566427827757e+18,1344566427827757057,tathy_pedro,@SheIsGege Manchester United forever,en,2020-12-31 23:33:40+00:00,"Vanderbijlpark, South Africa",1,0,0,12439,"🎵🎵🎵u played it safe,i rise the bar
amazing grace,i praise the Lord
Versace store,the world is yours
monate so,monate so🎵🎵🎵",12364,14101,71958,1,3019,https://twitter.com/tathy_pedro/status/1344788846706388992,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
48,1344788514408452096,,1344788514408452096,MUFC_Madness,r/ManchesterUnited: This is stupid on so many levels... shame. https://t.co/9gBhxg90Ew #MUFC,en,2020-12-31 23:32:21+00:00,,0,0,0,2883,,4824,43719,2,2,5,https://twitter.com/MUFC_Madness/status/1344788514408452096,['MUFC'],"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">Manchester News</a>"
49,1344788508976803844,,1344788508976803844,MUFC_Madness,r/ManchesterUnited: Cavani banned https://t.co/AoPLfpUd0r #MUFC,en,2020-12-31 23:32:20+00:00,,1,0,0,2883,,4824,43719,2,2,5,https://twitter.com/MUFC_Madness/status/1344788508976803844,['MUFC'],"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">Manchester News</a>"
50,1344788493290102784,1.3447510662614426e+18,1344751066261442560,doganerdogan55,"@buzzspor Türkiye Euro 2021 de çeyrek final görür
Juventus Şampiyonlar Ligi Şampiyonu olur. 
Milan İtalya şampiyonu
Manchester United EPL şampiyonu
Atletico İspanya şampiyonu
Messi sezon sonu Manchester City e transfer olur. 
Ronaldo Manchester United a geri döner.",tr,2020-12-31 23:32:16+00:00,"Samsun, Türkiye",0,0,0,194,Sadece SAMSUNSPOR  ⛏ Jeoloji Mühendisi,52,498,37,1,85,https://twitter.com/doganerdogan55/status/1344788493290102784,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
51,1344788456896020480,,1344788456896020480,emyugblk,"2021 Manchester United juara liga, aku bikin syukuran.",in,2020-12-31 23:32:07+00:00,"Cilacap, Jawa Tengah",1,2,0,119,ʟᴇᴛ'ꜱ ꜰʟʏ ʜɪɢʜᴇʀ🚀,207,10307,9840,0,355,https://twitter.com/emyugblk/status/1344788456896020480,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
52,1344788453171589121,,1344788453171589121,Bigstepping_,Toujours bien de rappeler que Manchester united est invaincu toutes compétitions confondues en 2021,fr,2020-12-31 23:32:06+00:00,Namek ,1,0,0,295,Wardell Stan account (@manutd),353,21413,35302,1,2198,https://twitter.com/Bigstepping_/status/1344788453171589121,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
53,1344788181196156936,,1344788181196156936,IntraCancha,"La FA sancionó al delantero charrúa del Manchester United Edinson Cavani con 3 partidos y 100.000 libras esterlinas, por comportamientos racistas.
Esos ""comportamientos racistas"" fueron llamarle ""negrito"" a un amigo cercano suyo en Instagram.
Insólito... https://t.co/LsUYBcs0ec",es,2020-12-31 23:31:02+00:00,México,2,0,2,181,¡IntraCancha es tu espacio favorito para mantenerte informado sobre los principales deportes a nivel mundial! ⚽️🏈🏀,1928,8336,950,0,8162,https://twitter.com/IntraCancha/status/1344788181196156936,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
54,1344788174585933824,,1344788174585933824,downthewings_,Four Aston Villa players to keep an eye on as Manchester United host the Villans in the Premier League looking to kick off 2021 with a win and maintain pressure on Liverpool at the top of the table #MUFC,en,2020-12-31 23:31:00+00:00,,3,0,2,352,"""Football is nothing without the fans"" ~ Sir Matt Busby | Instagram @downthewings_ (100k+)",102,517,249,1,123,https://twitter.com/downthewings_/status/1344788174585933824,['MUFC'],"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>"
55,1344788158559498243,,1344788158559498243,Biswaji39516992,Former Manchester United Manager Tommy Docherty Dies At 92 | In Hindi. https://t.co/GH6rYR4sm9,en,2020-12-31 23:30:56+00:00,India,0,0,0,41,I am a programmer and a YouTube Gamer.,24,157616,264,0,10,https://twitter.com/Biswaji39516992/status/1344788158559498243,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>"
